prefecture	species	specimen_type	drug1	drug2	drug3	RRR	RRS	RSR	RSS	SRR	SRS	SSR	SSS
35	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	2
4	K. pneumoniae	respiratory	1401	1411	1661	1	0	0	0	1	0	36	1842
4	K. pneumoniae	urine	1401	1411	1661	1	0	0	1	0	0	23	1111
4	K. pneumoniae	stool	1401	1411	1661	0	0	0	0	0	0	9	128
4	K. pneumoniae	blood	1401	1411	1661	0	0	0	0	0	0	6	301
4	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	1
41	K. pneumoniae	respiratory	1401	1411	1661	7	0	0	2	0	0	198	6992
41	K. pneumoniae	urine	1401	1411	1661	26	0	1	0	3	0	155	3606
41	K. pneumoniae	stool	1401	1411	1661	29	0	1	0	8	1	132	989
41	K. pneumoniae	blood	1401	1411	1661	4	0	0	0	2	0	23	1251
41	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	2
19	K. pneumoniae	respiratory	1401	1411	1661	5	1	0	3	0	0	81	4052
19	K. pneumoniae	urine	1401	1411	1661	2	0	1	0	1	0	66	1975
19	K. pneumoniae	stool	1401	1411	1661	13	0	0	0	0	0	1	245
19	K. pneumoniae	blood	1401	1411	1661	2	0	0	0	0	0	10	642
19	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	1
29	K. pneumoniae	respiratory	1401	1411	1661	0	0	0	0	0	0	7	969
29	K. pneumoniae	urine	1401	1411	1661	0	0	0	1	0	0	23	539
29	K. pneumoniae	stool	1401	1411	1661	0	0	0	0	0	0	2	60
29	K. pneumoniae	blood	1401	1411	1661	0	0	0	0	0	0	6	193
29	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	0
43	K. pneumoniae	respiratory	1401	1411	1661	0	1	0	0	0	0	7	448
43	K. pneumoniae	urine	1401	1411	1661	0	0	0	0	0	0	2	200
43	K. pneumoniae	stool	1401	1411	1661	0	0	0	0	0	0	0	4
43	K. pneumoniae	blood	1401	1411	1661	0	0	0	0	0	0	0	135
43	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	0
15	K. pneumoniae	respiratory	1401	1411	1661	0	0	0	0	2	0	17	745
15	K. pneumoniae	urine	1401	1411	1661	0	0	0	0	6	0	16	428
15	K. pneumoniae	stool	1401	1411	1661	0	0	0	0	9	0	0	42
15	K. pneumoniae	blood	1401	1411	1661	0	0	0	0	0	0	3	131
15	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	1
6	K. pneumoniae	respiratory	1401	1411	1661	0	0	0	0	0	0	3	220
6	K. pneumoniae	urine	1401	1411	1661	0	0	0	0	0	0	0	155
6	K. pneumoniae	stool	1401	1411	1661	0	0	0	0	0	0	0	4
6	K. pneumoniae	blood	1401	1411	1661	0	0	0	0	0	0	0	71
6	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	0
47	K. pneumoniae	respiratory	1401	1411	1661	0	0	0	0	0	0	2	262
47	K. pneumoniae	urine	1401	1411	1661	0	0	0	0	0	0	0	143
47	K. pneumoniae	stool	1401	1411	1661	0	0	0	0	0	0	0	4
47	K. pneumoniae	blood	1401	1411	1661	0	0	0	0	0	0	0	24
47	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	1
26	K. pneumoniae	respiratory	1401	1411	1661	2	0	0	1	0	0	10	1368
26	K. pneumoniae	urine	1401	1411	1661	0	0	0	0	1	0	8	887
26	K. pneumoniae	stool	1401	1411	1661	0	0	0	0	0	0	0	54
26	K. pneumoniae	blood	1401	1411	1661	0	0	0	0	0	0	2	225
26	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	3
9	K. pneumoniae	respiratory	1401	1411	1661	0	0	0	0	0	0	153	975
9	K. pneumoniae	urine	1401	1411	1661	0	0	0	0	0	0	96	394
9	K. pneumoniae	stool	1401	1411	1661	0	0	0	0	0	0	5	84
9	K. pneumoniae	blood	1401	1411	1661	1	0	0	0	0	0	34	154
9	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	0
38	K. pneumoniae	respiratory	1401	1411	1661	1	1	0	2	1	0	35	1440
38	K. pneumoniae	urine	1401	1411	1661	0	0	0	1	0	1	10	710
38	K. pneumoniae	stool	1401	1411	1661	0	0	0	0	0	0	6	30
38	K. pneumoniae	blood	1401	1411	1661	0	0	0	0	0	0	1	219
38	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	1	1
1	K. pneumoniae	respiratory	1401	1411	1661	4	1	0	2	6	0	112	4182
1	K. pneumoniae	urine	1401	1411	1661	2	0	0	0	5	1	84	1785
1	K. pneumoniae	stool	1401	1411	1661	21	0	0	0	7	0	38	417
1	K. pneumoniae	blood	1401	1411	1661	0	0	0	0	0	0	12	768
1	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	2
23	K. pneumoniae	respiratory	1401	1411	1661	0	0	0	0	4	0	44	874
