prefecture	species	specimen_type	drug1	drug2	drug3	RRR	RRS	RSR	RSS	SRR	SRS	SSR	SSS
36	K. pneumoniae	stool	1401	1411	1266	1	0	0	0	0	0	4	0
36	K. pneumoniae	blood	1401	1411	1266	0	0	0	0	0	0	16	57
36	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
22	K. pneumoniae	respiratory	1401	1411	1266	2	0	0	0	1	0	97	438
22	K. pneumoniae	urine	1401	1411	1266	3	1	2	4	0	1	86	299
22	K. pneumoniae	stool	1401	1411	1266	0	0	0	0	1	0	6	17
22	K. pneumoniae	blood	1401	1411	1266	1	0	0	0	0	0	16	99
22	K. pneumoniae	spinal	1401	1411	1266	0	0	0	0	0	0	0	0
33	K. pneumoniae	respiratory	1401	1411	1266	1	1	1	1	13	1	748	1901
33	K. pneumoniae	urine	1401	1411	1266	2	0	4	0	11	1	500	1024
33	K. pneumoniae	stool	1401	1411	1266	9	0	0	0	4	0	67	254
