prefecture	species	specimen_type	drug1	drug2	SS	II	RR	XX_others	SR	RS	XY_others	within_drug1group_diff	within_drug2group_diff	within_drug1group_and_drug2group_diff
22	K. pneumoniae	urine	1401	1411	589	0	3	109	1	4	8	0	0	0
22	K. pneumoniae	stool	1401	1411	26	0	2	6	0	0	0	0	0	0
22	K. pneumoniae	blood	1401	1411	199	0	0	25	0	0	0	0	0	0
22	K. pneumoniae	spinal	1401	1411	1	0	0	0	0	0	0	0	0	0
33	K. pneumoniae	respiratory	1401	1411	4078	2	3	0	13	2	4	0	0	0
33	K. pneumoniae	urine	1401	1411	2412	3	3	0	15	1	4	0	0	0
33	K. pneumoniae	stool	1401	1411	371	0	8	0	11	0	7	0	0	0
33	K. pneumoniae	blood	1401	1411	807	1	1	0	1	0	1	0	0	0
33	K. pneumoniae	spinal	1401	1411	4	0	0	0	0	0	0	0	0	0
13	K. pneumoniae	respiratory	1401	1411	2150	0	3	25	7	0	4	0	0	0
13	K. pneumoniae	urine	1401	1411	1426	0	1	13	12	0	3	0	0	0
13	K. pneumoniae	stool	1401	1411	106	0	0	0	2	0	0	0	0	0
13	K. pneumoniae	blood	1401	1411	463	0	0	9	6	0	0	0	0	0
13	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
28	K. pneumoniae	respiratory	1401	1411	445	0	0	0	6	0	1	0	0	0
28	K. pneumoniae	urine	1401	1411	256	0	0	0	4	1	2	0	0	0
28	K. pneumoniae	stool	1401	1411	14	0	0	0	3	0	0	0	0	0
28	K. pneumoniae	blood	1401	1411	58	0	0	0	0	0	0	0	0	0
28	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
44	K. pneumoniae	respiratory	1401	1411	396	0	0	0	0	0	0	0	0	0
44	K. pneumoniae	urine	1401	1411	304	0	1	0	0	0	1	0	0	0
44	K. pneumoniae	stool	1401	1411	41	0	0	0	0	0	0	0	0	0
44	K. pneumoniae	blood	1401	1411	111	0	0	0	0	0	0	0	0	0
44	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
42	K. pneumoniae	respiratory	1401	1411	357	0	0	0	0	0	1	0	0	0
42	K. pneumoniae	urine	1401	1411	211	0	0	0	0	2	0	0	0	0
42	K. pneumoniae	stool	1401	1411	9	0	0	0	0	0	0	0	0	0
42	K. pneumoniae	blood	1401	1411	62	0	0	0	0	0	0	0	0	0
42	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
37	K. pneumoniae	respiratory	1401	1411	537	0	0	0	0	0	1	0	0	0
37	K. pneumoniae	urine	1401	1411	227	0	0	0	0	2	0	0	0	0
37	K. pneumoniae	stool	1401	1411	2	0	0	0	0	0	1	0	0	0
37	K. pneumoniae	blood	1401	1411	60	0	0	0	0	0	0	0	0	0
37	K. pneumoniae	spinal	1401	1411	1	0	0	0	0	0	0	0	0	0
31	K. pneumoniae	respiratory	1401	1411	1026	0	0	0	1	0	3	0	0	0
31	K. pneumoniae	urine	1401	1411	721	0	1	0	1	0	2	0	0	0
31	K. pneumoniae	stool	1401	1411	210	0	0	0	3	0	5	0	0	0
31	K. pneumoniae	blood	1401	1411	142	0	0	0	0	1	0	0	0	0
31	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
11	K. pneumoniae	respiratory	1401	1411	1086	0	1	0	1	1	1	0	0	0
11	K. pneumoniae	urine	1401	1411	800	0	3	0	1	0	3	0	0	0
11	K. pneumoniae	stool	1401	1411	65	0	4	0	1	0	0	0	0	0
11	K. pneumoniae	blood	1401	1411	181	0	0	0	0	0	1	0	0	0
11	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
46	K. pneumoniae	respiratory	1401	1411	1036	0	0	6	0	0	3	0	0	0
46	K. pneumoniae	urine	1401	1411	518	0	0	8	3	0	2	0	0	0
46	K. pneumoniae	stool	1401	1411	72	0	1	0	0	0	0	0	0	0
46	K. pneumoniae	blood	1401	1411	103	0	0	8	0	0	0	0	0	0
46	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
40	K. pneumoniae	respiratory	1401	1411	451	0	0	0	0	0	1	0	0	0
40	K. pneumoniae	urine	1401	1411	127	0	0	0	0	0	1	0	0	0
40	K. pneumoniae	stool	1401	1411	33	0	0	0	0	0	0	0	0	0
40	K. pneumoniae	blood	1401	1411	32	0	0	0	0	0	0	0	0	0
40	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
17	K. pneumoniae	respiratory	1401	1411	649	0	0	0	0	1	6	0	0	0
17	K. pneumoniae	urine	1401	1411	302	0	0	0	1	0	4	0	0	0
17	K. pneumoniae	stool	1401	1411	119	0	0	0	0	0	0	0	0	0
17	K. pneumoniae	blood	1401	1411	80	0	0	0	0	0	0	0	0	0
17	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
5	K. pneumoniae	respiratory	1401	1411	563	0	0	11	0	0	4	0	0	0
5	K. pneumoniae	urine	1401	1411	216	0	0	10	0	0	0	0	0	0
5	K. pneumoniae	stool	1401	1411	79	0	0	3	0	0	1	0	0	0
5	K. pneumoniae	blood	1401	1411	76	0	0	2	0	0	0	0	0	0
5	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
20	K. pneumoniae	respiratory	1401	1411	365	1	0	0	3	1	1	0	0	0
20	K. pneumoniae	urine	1401	1411	210	0	0	0	2	1	0	0	0	0
20	K. pneumoniae	stool	1401	1411	60	0	13	0	1	0	6	0	0	0
20	K. pneumoniae	blood	1401	1411	45	0	0	0	0	0	0	0	0	0
20	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
7	K. pneumoniae	respiratory	1401	1411	3794	1	4	0	1	0	21	0	0	0
7	K. pneumoniae	urine	1401	1411	1778	1	5	0	5	2	4	0	0	0
7	K. pneumoniae	stool	1401	1411	458	0	0	0	5	0	4	0	0	0
7	K. pneumoniae	blood	1401	1411	427	1	1	0	0	1	5	0	0	0
7	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
34	K. pneumoniae	respiratory	1401	1411	356	0	0	0	0	0	0	0	0	0
34	K. pneumoniae	urine	1401	1411	167	0	0	0	0	0	0	0	0	0
34	K. pneumoniae	stool	1401	1411	44	0	0	0	0	0	1	0	0	0
34	K. pneumoniae	blood	1401	1411	30	0	0	0	0	0	0	0	0	0
34	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
27	K. pneumoniae	respiratory	1401	1411	486	0	0	0	0	0	3	0	0	0
27	K. pneumoniae	urine	1401	1411	274	0	0	0	0	0	0	0	0	0
27	K. pneumoniae	stool	1401	1411	36	0	0	0	0	0	0	0	0	0
27	K. pneumoniae	blood	1401	1411	84	0	0	0	0	0	0	0	0	0
27	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
21	K. pneumoniae	respiratory	1401	1411	943	0	0	0	0	0	33	0	0	0
21	K. pneumoniae	urine	1401	1411	557	0	0	0	1	0	22	0	0	0
21	K. pneumoniae	stool	1401	1411	47	0	1	0	1	0	4	0	0	0
21	K. pneumoniae	blood	1401	1411	126	1	0	0	0	0	8	0	0	0
21	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
30	K. pneumoniae	respiratory	1401	1411	541	0	0	0	1	1	1	0	0	0
30	K. pneumoniae	urine	1401	1411	288	0	0	0	0	0	0	0	0	0
30	K. pneumoniae	stool	1401	1411	32	0	0	0	0	0	0	0	0	0
30	K. pneumoniae	blood	1401	1411	62	0	0	0	1	0	2	0	0	0
30	K. pneumoniae	spinal	1401	1411	3	0	0	0	0	0	0	0	0	0
25	K. pneumoniae	respiratory	1401	1411	346	0	0	0	0	1	0	0	0	0
25	K. pneumoniae	urine	1401	1411	209	0	0	0	0	0	0	0	0	0
25	K. pneumoniae	stool	1401	1411	38	0	0	0	0	0	0	0	0	0
25	K. pneumoniae	blood	1401	1411	48	0	0	0	0	0	0	0	0	0
25	K. pneumoniae	spinal	1401	1411	0	0	0	0	0	0	0	0	0	0
18	K. pneumoniae	respiratory	1401	1411	665	0	1	0	0	0	0	0	0	0
18	K. pneumoniae	urine	1401	1411	273	0	0	0	0	0	1	0	0	0
18	K. pneumoniae	stool	1401	1411	90	0	0	0	0	0	0	0	0	0
18	K. pneumoniae	blood	1401	1411	108	0	0	0	1	0	1	0	0	0
18	K. pneumoniae	spinal	1401	1411	1	0	0	0	0	0	0	0	0	0
32	K. pneumoniae	respiratory	1401	1411	1461	1	1	0	0	1	8	0	0	0
32	K. pneumoniae	urine	1401	1411	927	1	0	0	0	0	5	0	0	0
32	K. pneumoniae	stool	1401	1411	31	0	0	0	0	0	2	0	0	0
32	K. pneumoniae	blood	1401	1411	205	0	0	0	0	0	2	0	0	0
32	K. pneumoniae	spinal	1401	1411	1	0	0	0	0	0	0	0	0	0
